# output-contract-catalog.tsv — GENERATED by output-contract-sync. Do not hand-edit.
#
# The schema of the flows: for every action, whether it routes through the
# shared inner runner, which .tlisp files it cats, and for every output key
# its status at BOTH composite boundaries. Regenerate with:
#     MODE=write <stdlib + output-contract-sync/run.tlisp>
#
# actions                361
# routing tatara-script  345
# distinct keys written  345
# dynamic key expansions 8
# inner union (generated)353
#
# The count of keys CURRENTLY declared, and any declared with no
# discoverable writer, are deliberately absent: both are properties of
# the manifest this pass rewrites, so embedding them would describe a
# pre-write state and cost a second pass to converge. They are logged
# on every run instead.
#
# SECTION summary: action<TAB>runner<TAB>scripts<TAB>n-written<TAB>n-declared
# SECTION keys:    action<TAB>key<TAB>kind<TAB>inner<TAB>outer
#
## summary
datadog-event	tatara-script	run.tlisp	1	1
db-backup	tatara-script	run.tlisp	1	1
db-migrate	tatara-script	run.tlisp	1	1
dbt-build	tatara-script	run.tlisp	1	1
ddl-gate	tatara-script	run.tlisp	3	3
defaction-render	own-runner	-	0	2
deno-deploy	tatara-script	run.tlisp	1	1
dependabot-trigger	tatara-script	run.tlisp	1	1
dependency-update	tatara-script	run.tlisp	3	3
derive-version-from-tag	own-runner	-	0	1
detect-repo-type	tatara-script	run.tlisp	2	2
devcontainer-build	tatara-script	run.tlisp	1	1
discord-notify	tatara-script	run.tlisp	1	1
doca	own-runner	-	0	2
docker-build-and-push	tatara-script	run.tlisp	2	2
docs-publish	tatara-script	run.tlisp	2	2
doctl-deploy	tatara-script	run.tlisp	1	1
docusaurus-build	tatara-script	run.tlisp	1	1
dotnet-publish	tatara-script	run.tlisp	1	1
eas-build	tatara-script	run.tlisp	1	1
elasticsearch-snapshot	tatara-script	run.tlisp	1	1
email-notify	tatara-script	run.tlisp	2	2
envoy-config-validate	tatara-script	run.tlisp	1	1
esp-idf-build	tatara-script	run.tlisp	1	1
exec-arg-budget-lint	tatara-script	run.tlisp	6	6
fastlane-deploy	tatara-script	run.tlisp	1	1
fastly-cache-purge	tatara-script	run.tlisp	1	1
ferrite-check	tatara-script	run.tlisp	11	11
ffmpeg-transcode	tatara-script	run.tlisp	1	1
flake-input-preseed	tatara-script	run.tlisp	4	4
flutter-build	tatara-script	run.tlisp	1	1
flux-reconcile	tatara-script	run.tlisp	1	1
fly-deploy	tatara-script	run.tlisp	1	1
flyway-migrate	tatara-script	run.tlisp	1	1
foundry-test	tatara-script	run.tlisp	1	1
gcp-auth	own-runner	-	0	1
gcs-sync	tatara-script	run.tlisp	1	1
gem-publish	own-runner	-	0	0
gemset-gate	tatara-script	run.tlisp	4	4
gen-build-spec	tatara-script	run.tlisp	7	7
gh-release-create	tatara-script	run.tlisp	2	2
gh-secrets-sync	tatara-script	run.tlisp	1	1
gh-team-sync	tatara-script	run.tlisp	3	3
ghcr-publish	tatara-script	run.tlisp	4	8
git-cliff	tatara-script	run.tlisp	1	1
git-commit-tag	tatara-script	run.tlisp	1	1
git-credentials	tatara-script	run.tlisp	1	1
git-path-commit-count	tatara-script	run.tlisp	1	1
git-push-with-token	own-runner	-	0	0
gitea-mirror-push	tatara-script	run.tlisp	1	1
gitlab-mirror-push	tatara-script	run.tlisp	1	1
go-build	tatara-script	run.tlisp	1	1
go-test	tatara-script	run.tlisp	1	1
godot-export	tatara-script	run.tlisp	1	1
golangci-lint	tatara-script	run.tlisp	1	1
google-calendar-event-create	tatara-script	run.tlisp	1	1
goreleaser	tatara-script	run.tlisp	1	1
gosec	tatara-script	run.tlisp	1	1
gradle-build	tatara-script	run.tlisp	1	1
grafana-annotation	tatara-script	run.tlisp	1	1
hardened-image-plan	tatara-script	run.tlisp	7	7
hardhat-deploy	tatara-script	run.tlisp	1	1
helm-bump	tatara-script	run.tlisp	3	3
helm-ct-list-changed	tatara-script	run.tlisp	2	2
helm-deploy	tatara-script	run.tlisp	2	2
helm-mirror	own-runner	-	0	0
helm-oci-publish	own-runner	-	0	0
helm-publish	tatara-script	run.tlisp	1	1
helm-release-cleanup	tatara-script	run.tlisp	2	2
helm-render-determinism	tatara-script	run.tlisp	2	2
helm-unittest	tatara-script	run.tlisp	4	4
helmfile-apply	tatara-script	run.tlisp	1	1
heroku-deploy	tatara-script	run.tlisp	1	1
hex-publish	tatara-script	run.tlisp	1	1
hf-hub-upload	tatara-script	run.tlisp	1	1
honeycomb-marker	tatara-script	run.tlisp	1	1
hubspot-contact-upsert	tatara-script	run.tlisp	1	1
hugo-build	tatara-script	run.tlisp	1	1
iac-forge	tatara-script	run.tlisp	0	0
image-scan	tatara-script	-	0	3
influxdb-write	tatara-script	run.tlisp	1	1
infracost-comment	tatara-script	run.tlisp	1	1
issue-create	tatara-script	run.tlisp	2	2
istio-apply	tatara-script	run.tlisp	1	1
jira-issue-create	tatara-script	run.tlisp	1	1
job-selection-lint	tatara-script	run.tlisp	2	2
json-schema-check	tatara-script	run.tlisp	1	1
jupyter-notebook-render	tatara-script	run.tlisp	1	1
k6-load-test	tatara-script	run.tlisp	2	2
k8s-rollout-wait	tatara-script	run.tlisp	1	1
kafka-publish	tatara-script	run.tlisp	1	1
keycloak-realm-import	tatara-script	run.tlisp	1	1
kics-scan	tatara-script	run.tlisp	1	1
ko-build	tatara-script	run.tlisp	1	1
kube-namespace-diagnostics	tatara-script	run.tlisp	2	2
kube-tls-fixture	tatara-script	run.tlisp	2	2
kubectl-apply	tatara-script	run.tlisp	1	1
kustomize-render	tatara-script	run.tlisp	1	1
license-finder	tatara-script	run.tlisp	1	1
license-header-check	tatara-script	run.tlisp	2	2
lighthouse-ci	tatara-script	run.tlisp	1	1
linear-issue-create	tatara-script	run.tlisp	1	1
linear-issue-update	tatara-script	run.tlisp	1	1
linkerd-inject	tatara-script	run.tlisp	1	1
loki-log-push	tatara-script	run.tlisp	1	1
make-scenario-run	tatara-script	run.tlisp	1	1
manifest-list-join	tatara-script	run.tlisp	5	5
matrix-notify	tatara-script	run.tlisp	1	1
mattermost-notify	tatara-script	run.tlisp	1	1
maven-build	tatara-script	run.tlisp	1	1
mdbook-build	tatara-script	run.tlisp	1	1
meilisearch-index	tatara-script	run.tlisp	1	1
mix-test	tatara-script	run.tlisp	1	1
mkdocs-build	tatara-script	run.tlisp	1	1
modal-deploy	tatara-script	run.tlisp	1	1
mutation-test	tatara-script	run.tlisp	2	2
n8n-trigger-workflow	tatara-script	run.tlisp	1	1
nats-publish	tatara-script	run.tlisp	1	1
netlify-deploy	tatara-script	run.tlisp	1	1
newrelic-deploy-marker	tatara-script	run.tlisp	1	1
next-tag	tatara-script	run.tlisp	4	4
nix-attic-push	tatara-script	run.tlisp	1	1
nix-build	tatara-script	run.tlisp	1	1
nix-cachix-push	tatara-script	run.tlisp	1	1
nix-flake-check	tatara-script	run.tlisp	0	0
nix-flake-update	tatara-script	run.tlisp	2	2
nix-image	tatara-script	run.tlisp	4	8
no-cve-suppression	tatara-script	run.tlisp	3	3
notion-db-row-add	tatara-script	run.tlisp	1	1
notion-page-create	tatara-script	run.tlisp	1	1
npm-bump	tatara-script	run.tlisp	3	3
npm-gate	tatara-script	run.tlisp	3	3
npm-mirror-pull	tatara-script	run.tlisp	1	1
npm-publish	tatara-script	run.tlisp	2	2
ntfy-push	tatara-script	run.tlisp	1	1
nx-affected-test	tatara-script	run.tlisp	1	1
nx-cloud-distribute	tatara-script	run.tlisp	1	1
oci-image-push	tatara-script	run.tlisp	0	0
okta-app-sync	tatara-script	run.tlisp	1	1
ollama-pull	tatara-script	run.tlisp	1	1
onboard-auto-release	tatara-script	run.tlisp	3	3
onepassword-fetch	own-runner	-	0	1
openai-embeddings-batch	tatara-script	run.tlisp	4	4
openai-fine-tune-trigger	tatara-script	run.tlisp	1	1
opentelemetry-trace-emit	tatara-script	run.tlisp	1	1
otel-collector-deploy	tatara-script	run.tlisp	1	1
output-contract-sync	tatara-script	run.tlisp	9	9
pa11y-ci	tatara-script	run.tlisp	1	1
pagerduty-notify	tatara-script	run.tlisp	1	1
pangea-grafana-converge	tatara-script	run.tlisp	5	5
percy-snapshot	tatara-script	run.tlisp	1	1
pinecone-upsert	tatara-script	run.tlisp	1	1
platformio-build	tatara-script	run.tlisp	1	1
playwright-test	tatara-script	run.tlisp	1	1
podman-build	tatara-script	run.tlisp	1	1
posthog-event	tatara-script	run.tlisp	1	1
pr-comment	tatara-script	run.tlisp	2	2
pre-commit-run	tatara-script	run.tlisp	1	1
prisma-migrate	tatara-script	run.tlisp	1	1
prometheus-push	tatara-script	run.tlisp	1	1
provenance-attest	tatara-script	run.tlisp	2	2
provide-cc	own-runner	-	0	1
publishability-lint	tatara-script	run.tlisp	6	6
pull-request-gate	tatara-script	run.tlisp	0	0
pulumi-up	tatara-script	run.tlisp	1	1
puppeteer-screenshot	tatara-script	run.tlisp	1	1
pyroscope-push	tatara-script	run.tlisp	1	1
python-bump	tatara-script	run.tlisp	3	3
python-gate	tatara-script	run.tlisp	3	3
python-publish	tatara-script	run.tlisp	1	1
qdrant-collection-create	tatara-script	run.tlisp	1	1
qiskit-job-submit	tatara-script	run.tlisp	1	1
railway-up	tatara-script	run.tlisp	1	1
readme-sync	tatara-script	run.tlisp	1	1
redis-flush	tatara-script	run.tlisp	1	1
registry-login	tatara-script	run.tlisp	1	1
release-please	tatara-script	run.tlisp	1	1
release-promote	tatara-script	run.tlisp	7	7
render-deploy	tatara-script	run.tlisp	1	1
renovate-trigger	tatara-script	run.tlisp	1	1
replicate-run	tatara-script	run.tlisp	1	1
restic-backup	tatara-script	run.tlisp	1	1
retool-workflow-run	tatara-script	run.tlisp	1	1
runner-policy	tatara-script	-	0	0
runner-resolve	tatara-script	run.tlisp	2	2
runtime-install-lint	tatara-script	run.tlisp	3	3
rust-cross-build	tatara-script	run.tlisp	0	0
rust-gate	tatara-script	run.tlisp	4	4
rust-workspace-bump	tatara-script	run.tlisp	3	3
rust-workspace-publish	tatara-script	run.tlisp	5	5
s3-mirror	tatara-script	run.tlisp	1	1
salesforce-record-create	tatara-script	run.tlisp	1	1
sbom-generate	tatara-script	run.tlisp	2	2
secrets-scan	tatara-script	run.tlisp	2	2
security-audit	tatara-script	run.tlisp	4	4
selenium-grid-test	tatara-script	run.tlisp	1	1
semantic-release	tatara-script	run.tlisp	1	1
semgrep-scan	tatara-script	run.tlisp	1	1
sentry-release	tatara-script	run.tlisp	1	1
ses-email-send	tatara-script	run.tlisp	1	1
shopify-theme-deploy	tatara-script	run.tlisp	1	1
skopeo-copy	tatara-script	run.tlisp	1	1
skopeo-login	tatara-script	run.tlisp	1	1
slack-notify	tatara-script	run.tlisp	1	1
slsa-attest	tatara-script	run.tlisp	1	1
snyk-test	tatara-script	run.tlisp	1	1
sonarcloud-quality-gate	tatara-script	run.tlisp	1	1
sonarqube-scan	tatara-script	run.tlisp	1	1
spec-watch	tatara-script	run.tlisp	3	3
spin-deploy	tatara-script	run.tlisp	1	1
sqitch-deploy	tatara-script	run.tlisp	1	1
stale-issue-bot	tatara-script	run.tlisp	1	1
status-badge	tatara-script	run.tlisp	2	2
step-summary-publish	tatara-script	run.tlisp	1	1
storybook-deploy	tatara-script	run.tlisp	1	1
stripe-product-sync	tatara-script	run.tlisp	1	1
stripe-webhook-test	tatara-script	run.tlisp	1	1
substrate-bump	tatara-script	run.tlisp	2	2
sui-dockerfile-node-cache	tatara-script	run.tlisp	5	5
sui-remote-build	tatara-script	run.tlisp	9	9
sui-service-up	tatara-script	run.tlisp	7	7
sui-warm-hydrate	tatara-script	run.tlisp	5	5
super-cache-build	tatara-script	run.tlisp	9	9
super-cache-restore	tatara-script	run.tlisp	4	4
super-cache-save	tatara-script	run.tlisp	7	7
suspend-blocker-lint	tatara-script	run.tlisp	3	3
swift-build	tatara-script	run.tlisp	1	1
syft-attest	tatara-script	run.tlisp	1	1
tailscale-auth	tatara-script	run.tlisp	1	1
tameshi-attest	tatara-script	run.tlisp	6	6
tanka-apply	tatara-script	run.tlisp	1	1
tatara-script	own-runner	-	0	353
teams-notify	tatara-script	run.tlisp	1	1
telegram-notify	tatara-script	run.tlisp	1	1
temporal-trigger	tatara-script	run.tlisp	1	1
terraform-apply	tatara-script	run.tlisp	1	1
terraform-plan	tatara-script	run.tlisp	2	2
tfsec	tatara-script	run.tlisp	1	1
tlisp-lint	tatara-script	run.tlisp	2	2
tlisp-test	tatara-script	run.tlisp	2	2
toc-update	tatara-script	run.tlisp	1	1
trivy-fs-scan	tatara-script	run.tlisp	3	3
turbo-build	tatara-script	run.tlisp	1	1
twilio-sms	tatara-script	run.tlisp	1	1
twilio-voice-call	tatara-script	run.tlisp	1	1
typecheck-gate	tatara-script	run.tlisp	2	2
typesense-import	tatara-script	run.tlisp	1	1
unity-build	tatara-script	run.tlisp	1	1
vault-fetch	tatara-script	run.tlisp	1	1
velero-backup	tatara-script	run.tlisp	1	1
vercel-deploy	tatara-script	run.tlisp	1	1
vex-attest	tatara-script	run.tlisp	1	1
vitepress-build	tatara-script	run.tlisp	1	1
wasm-build	tatara-script	run.tlisp	1	1
wasmer-publish	tatara-script	run.tlisp	1	1
weaviate-schema-apply	tatara-script	run.tlisp	1	1
wireguard-up	tatara-script	run.tlisp	1	1
woocommerce-product-sync	tatara-script	run.tlisp	1	1
workflow-shim-lint	tatara-script	run.tlisp	5	5
xcodebuild	tatara-script	run.tlisp	1	1
yaml-lint	tatara-script	run.tlisp	1	1
yank-version	tatara-script	run.tlisp	2	2
zapier-webhook-trigger	tatara-script	run.tlisp	1	1
zig-test	tatara-script	run.tlisp	1	1
zola-build	tatara-script	run.tlisp	1	1
zot-pull-scan	tatara-script	pull.tlisp,verdict.tlisp	7	7
zot-push	tatara-script	run.tlisp	5	9
## keys
action-pipeline	steps-failed	static	declared	forwarded
action-pipeline	steps-run	static	declared	forwarded
action-shell-lint	baseline-violations	static	declared	forwarded
action-shell-lint	files-scanned	static	declared	forwarded
action-shell-lint	violations	static	declared	forwarded
adoption-audit	adopted-count	static	declared	forwarded
adoption-audit	adoption-pct	static	declared	forwarded
adoption-audit	gap-count	static	declared	forwarded
adoption-audit	report-path	static	declared	forwarded
adoption-audit	total-repos	static	declared	forwarded
airflow-trigger	run-id	static	declared	forwarded
airtable-record-create	record-id	static	declared	forwarded
akeyless-auth	token	static	declared	forwarded
akeyless-export-config	config-path	static	declared	forwarded
akeyless-injector-validate	invalid-count	static	declared	forwarded
akeyless-injector-validate	valid-count	static	declared	forwarded
akeyless-rotate	rotated	static	declared	forwarded
akeyless-secret-fetch	value	static	declared	forwarded
aldrava-dispatch	args	static	declared	forwarded
aldrava-dispatch	base-ref	static	declared	forwarded
aldrava-dispatch	branch-ref	static	declared	forwarded
aldrava-dispatch	checkout-ref	static	declared	forwarded
aldrava-dispatch	command	static	declared	forwarded
aldrava-dispatch	commenter	static	declared	forwarded
aldrava-dispatch	dispatched	static	declared	forwarded
aldrava-dispatch	is-develop	static	declared	forwarded
aldrava-dispatch	outcome	static	declared	forwarded
aldrava-dispatch	pr-author	static	declared	forwarded
aldrava-dispatch	reason	static	declared	forwarded
aldrava-dispatch	target-detail	static	declared	forwarded
aldrava-dispatch	target-kind	static	declared	forwarded
aldrava-install	bin-dir	static	declared	forwarded
aldrava-install	resolved-version	static	declared	forwarded
aldrava-install	sha256	static	declared	forwarded
aldrava-lint	commands	static	declared	forwarded
aldrava-lint	error	static	declared	forwarded
aldrava-lint	ok	static	declared	forwarded
aldrava-resolve	base-ref	static	declared	forwarded
aldrava-resolve	branch-ref	static	declared	forwarded
aldrava-resolve	checkout-ref	static	declared	forwarded
aldrava-resolve	is-develop	static	declared	forwarded
aldrava-resolve	pr-author	static	declared	forwarded
aldrava-resolve	reason	static	declared	forwarded
aldrava-resolve	should-run	static	declared	forwarded
algolia-index-push	pushed	static	declared	forwarded
anchor-build	program-id	static	declared	forwarded
annotation-publish	directive	static	declared	forwarded
ansible-collection-build	tarball-path	static	declared	forwarded
ansible-collection-build	version	static	declared	forwarded
anthropic-message	response	static	declared	forwarded
api-spec-diff	breaking-count	static	declared	forwarded
app-store-connect	uploaded	static	declared	forwarded
apprise-notify	sent	static	declared	forwarded
arduino-cli-build	binary-path	static	declared	forwarded
argocd-sync	synced	static	declared	forwarded
artifact-fetch	fetched-path	static	declared	forwarded
asana-task-create	task-id	static	declared	forwarded
atlas-migrate	applied	static	declared	forwarded
attestation-gate	decision	static	declared	forwarded
attestation-gate	gate-receipt-path	static	declared	forwarded
attestation-gate	passed	static	declared	forwarded
attestation-gate	reason	static	declared	forwarded
attestation-gate	receipt-hash	static	declared	forwarded
attestation-gate	signed-verified	static	declared	forwarded
attestation-gate	verified-algo	static	declared	forwarded
auth0-rule-deploy	deployed	static	declared	forwarded
aws-cost-report	total-usd	static	declared	forwarded
aws-s3-upload	s3-uri	static	declared	forwarded
azure-deploy	deployed	static	declared	forwarded
bandit	findings-count	static	declared	forwarded
banned-tool-lint	baselined	static	declared	forwarded
banned-tool-lint	call-sites	static	declared	forwarded
banned-tool-lint	new-call-sites	static	declared	forwarded
banned-tool-lint	stale-baseline	static	declared	forwarded
bigorna	builder	static	declared	forwarded
bigorna	cache-from	static	declared	forwarded
bigorna	cache-to	static	declared	forwarded
bigorna	emulation	static	declared	forwarded
bigorna	native-platforms	static	declared	forwarded
bigorna	ok	static	declared	forwarded
bigorna	result	static	declared	forwarded
branch-protect-sync	applied	static	declared	forwarded
breathe-band-lint	bands-scanned	static	declared	forwarded
breathe-band-lint	baselined	static	declared	forwarded
breathe-band-lint	violations	static	declared	forwarded
breathe-band-lint	workloads-scanned	static	declared	forwarded
breathe-runner	capacity-type	static	declared	forwarded
breathe-runner	drain-armed	static	declared	forwarded
breathe-runner	node-group	static	declared	forwarded
breathe-runner	runner-ok	static	declared	forwarded
breathe-runner	scale-to-zero	static	declared	forwarded
browserstack-test	passed	static	declared	forwarded
build-matrix	count	static	declared	forwarded
build-matrix	matrix	static	declared	forwarded
build-matrix	reason	static	declared	forwarded
buildah-build	image-id	static	declared	forwarded
buildkit-cache-warm	warmed	static	declared	forwarded
bun-publish	published	static	declared	forwarded
caixa-bump	bumped	static	declared	forwarded
caixa-bump	new-version	static	declared	forwarded
caixa-bump	old-version	static	declared	forwarded
caixa-deps-resolve	resolved-count	static	declared	forwarded
caixa-detect	caixa-kind	static	declared	forwarded
caixa-detect	caixa-name	static	declared	forwarded
caixa-detect	caixa-path	static	declared	forwarded
caixa-publish	shipped	static	declared	forwarded
caixa-publish-to-git	published	static	declared	forwarded
caixa-publish-to-git	tag	static	declared	forwarded
caixa-render	artifact-count	static	declared	forwarded
caixa-render	output-dir	static	declared	forwarded
caixa-render-pr	drift-detected	static	declared	forwarded
caixa-render-pr	files-rendered	static	declared	forwarded
caixa-render-pr	pr-url	static	declared	forwarded
cargo-bump	bumped	static	declared	forwarded
cargo-bump	new-version	static	declared	forwarded
cargo-bump	old-version	static	declared	forwarded
cargo-publish-crate	conflict	static	declared	forwarded
cargo-publish-crate	deferred	static	declared	forwarded
cargo-publish-crate	shipped	static	declared	forwarded
cargo-publish-crate	skipped-no-publish	static	declared	forwarded
cargo-publish-each-member	failed-count	static	declared	forwarded
cargo-publish-each-member	published-count	static	declared	forwarded
cargo-publish-each-member	skipped-count	static	declared	forwarded
cargo-run-bin	built	static	declared	forwarded
cargo-run-bin	ran	static	declared	forwarded
cartorio-attest	attested	static	declared	forwarded
cartorio-attest	outcome-chain	static	declared	forwarded
cartorio-attest	reason	static	declared	forwarded
cartorio-attest	receipt-algo	static	declared	forwarded
cartorio-attest	receipt-hash	static	declared	forwarded
cartorio-attest	receipt-path	static	declared	forwarded
cartorio-attest	sbom-components	static	declared	forwarded
cartorio-attest	sbom-format	static	declared	forwarded
cartorio-attest	sbom-path	static	declared	forwarded
cartorio-attest	signed	static	declared	forwarded
cartorio-attest	slsa-path	static	declared	forwarded
cartorio-attest	slsa-predicate-type	static	declared	forwarded
cdk-deploy	deployed	static	declared	forwarded
cdktf-deploy	deployed	static	declared	forwarded
changelog-fragments-merge	merged-count	static	declared	forwarded
changelog-generate	changelog	static	declared	forwarded
changelog-generate	commit-count	static	declared	forwarded
changesets	published-count	static	declared	forwarded
checkov	findings-count	static	declared	forwarded
ci-triage	class	static	declared	forwarded
clickup-task-create	task-id	static	declared	forwarded
cloudflare-cache-purge	purged	static	declared	forwarded
cloudflare-d1-migrate	applied	static	declared	forwarded
cloudflare-d1-query	rows-affected	static	declared	forwarded
cloudflare-do-list	count	static	declared	forwarded
cloudflare-kv-get	value	static	declared	forwarded
cloudflare-kv-put	put	static	declared	forwarded
cloudflare-queue-publish	published	static	declared	forwarded
cloudflare-worker-deploy	url	static	declared	forwarded
codacy-coverage-upload	uploaded	static	declared	forwarded
codeowners-validate	unowned-count	static	declared	forwarded
commitlint	commits-scanned	static	declared	forwarded
commitlint	violations	static	declared	forwarded
confluence-page-create	page-id	static	declared	forwarded
conftest	violations	static	declared	forwarded
container-boot-check	healthy	static	declared	forwarded
conventional-commit-lint	violations	static	declared	forwarded
cosign-sign	signed	static	declared	forwarded
cosign-verify	verified	static	declared	forwarded
coverage-upload	coverage-pct	static	declared	forwarded
coverage-upload	uploaded	static	declared	forwarded
crane-mutate	mutated	static	declared	forwarded
crates-mirror-pull	fetched	static	declared	forwarded
crossplane-apply	applied	static	declared	forwarded
cyclonedx-merge	output-path	static	declared	forwarded
cypress-test	passed	static	declared	forwarded
dagster-materialize	materialized	static	declared	forwarded
datadog-event	posted	static	declared	forwarded
db-backup	backup-path	static	declared	forwarded
db-migrate	applied-count	static	declared	forwarded
dbt-build	passed	static	declared	forwarded
ddl-gate	baselined	static	declared	forwarded
ddl-gate	files-scanned	static	declared	forwarded
ddl-gate	violations	static	declared	forwarded
deno-deploy	deployment-url	static	declared	forwarded
dependabot-trigger	triggered	static	declared	forwarded
dependency-update	changed	static	declared	forwarded
dependency-update	ecosystem	static	declared	forwarded
dependency-update	pr-url	static	declared	forwarded
detect-repo-type	manifest-path	static	declared	forwarded
detect-repo-type	repo-type	static	declared	forwarded
devcontainer-build	image-id	static	declared	forwarded
discord-notify	delivered	static	declared	forwarded
docker-build-and-push	digest	static	declared	forwarded
docker-build-and-push	image-ref	static	declared	forwarded
docs-publish	deployed	static	declared	forwarded
docs-publish	tool	static	declared	forwarded
doctl-deploy	deployed	static	declared	forwarded
docusaurus-build	site-path	static	declared	forwarded
dotnet-publish	published	static	declared	forwarded
